Master Species List (MSL),Islands Only Species (IOS) - Not valid on the Mainland,Mainland NFS P2/3 Sub-lists - Not valid on P2/3 plots within a specific NFS Region,Woodland,FIA Code,Common Name,Genus,Species,VARIETY,SUBSPECIES,PLANTS Code,Past NRS Tally,Past PNW Tally,Past RMRS Tally,Past SRS Tally,Caribbean,Pacific,Urban,Historic  P2
MSL,.,.,.,511,Tasmanian bluegum,Eucalyptus,globulus,.,.,EUGL,"R, U","PNWS, P, U","R, U",U,.,P,.,P2
MSL,.,.,.,7038,tuart,Eucalyptus,gomphocephala,.,.,EUGO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7039,mountain graygum,Eucalyptus,goniocalyx,.,.,EUGO2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,513,grand eucalyptus,Eucalyptus,grandis,.,.,EUGR12,"R, U","PNWS, P, U","R, U","R, C, U",C,P,.,P2
MSL,.,.,.,7041,white box,Eucalyptus,hemiphloia,.,.,EUHE12,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7036,white ironbark,Eucalyptus,leucoxylon,.,.,EULE13,U,U,U,U,.,.,U,.
MSL,.,.,.,7043,spotted gum,Eucalyptus,maculata,.,.,EUMA23,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7044,jarrah,Eucalyptus,marginata,.,.,EUMA4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7045,Australian tallowwood,Eucalyptus,microcorys,.,.,EUMI,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7046,gray ironbark,Eucalyptus,paniculata,.,.,EUPA,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7047,blackbutt,Eucalyptus,pilularis,.,.,EUPI,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7040,redbox,Eucalyptus,polyanthemos,.,.,EUPO,U,U,U,U,.,.,U,.
MSL,.,.,.,7048,black ironbox,Eucalyptus,raveretiana,.,.,EURA4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7049,redmahogany,Eucalyptus,resinifera,.,.,EURE2,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,514,swampmahogany,Eucalyptus,robusta,.,.,EURO2,"R, U","PNWS, P, U","R, U","R, C, U",C,P,.,P2
MSL,.,.,.,7051,Western Australian floodedgum,Eucalyptus,rudis,.,.,EURU2,U,"P, U",U,U,.,P,U,.
MSL,.,.,.,7052,black peppermint,Eucalyptus,salicifolia,.,.,EUSA17,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7053,Sydney bluegum,Eucalyptus,saligna,.,.,EUSA,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7054,red ironbark,Eucalyptus,sideroxylon,.,.,EUSI2,U,"P, U",U,U,.,P,U,.
MSL,.,"5,6,10",.,510,eucalyptus spp.,Eucalyptus,spp.,.,.,EUCAL,"R, U","P, U",U,"R, C, U",C,P,.,P2
MSL,.,.,.,7056,forest redgum,Eucalyptus,tereticornis,.,.,EUTE,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7057,manna gum,Eucalyptus,viminalis,.,.,EUVI,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7060,white stopper,Eugenia,axillaris,.,.,EUAX,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7061,blackrodwood,Eugenia,biflora,.,.,EUBI,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7062,Sierra de Cayey stopper,Eugenia,boqueronensis,.,.,EUBO3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7063,guayabota de sierra,Eugenia,borinquensis,.,.,EUBO4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7065,cloves,Eugenia,caryophyllus,.,.,EUCA16,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7066,redberry stopper,Eugenia,confusa,.,.,EUCO4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7067,lathberry,Eugenia,cordata,.,.,EUCO5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7068,lathberry,Eugenia,cordata,sintenisii,.,EUCOS,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7069,sperry guava,Eugenia,corozalensis,.,.,EUCO13,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7071,serrette guave,Eugenia,domingensis,.,.,EUDO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7072,guasabara,Eugenia,eggersii,.,.,EUEG,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7075,smooth rodwood,Eugenia,glabrata,.,.,EUGL6,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7076,Luquillo Mountain stopper,Eugenia,haematocarpa,.,.,EUHA4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7079,nioi,Eugenia,koolauensis,.,.,EUKO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7081,privet stopper,Eugenia,ligustrina,.,.,EULI,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7084,birdcherry,Eugenia,monticola,.,.,EUMO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7086,Eugenia nitida,Eugenia,nitida,.,.,EUNI2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7087,orenged,Eugenia,palauensis,.,.,EUPA3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7088,agatelang,Eugenia,palumbis,.,.,EUPA28,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7089,rockmyrtle,Eugenia,procera,.,.,EUPR4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7090,Christmas cherry,Eugenia,pseudopsidium,.,.,EUPS,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7091,mountain stopper,Eugenia,reinwardtiana,.,.,EURE7,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,873,red stopper,Eugenia,rhombea,.,.,EURH,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,.,7093,serrasuela,Eugenia,serrasuela,.,.,EUSE9,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7094,sessileleaf stopper,Eugenia,sessiliflora,.,.,EUSE10,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7096,stopper,Eugenia,spp.,.,.,EUGEN,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7098,Stahl's stopper,Eugenia,stahlii,.,.,EUST3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7100,Stewardson's stopper,Eugenia,stewardsonii,.,.,EUST6,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7101,rebotel,Eugenia,suzukii,.,.,EUSU9,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7102,atoto,Eugenia,thompsonii,.,.,EUTH4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7103,Underwood's stopper,Eugenia,underwoodii,.,.,EUUN,U,U,U,"C, U",C,.,.,.
MSL,IOS,.,.,7104,Surinam cherry,Eugenia,uniflora,.,.,EUUN2,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7105,aridland stopper,Eugenia,xerophytica,.,.,EUXE,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7123,Euodia hortensis,Euodia,hortensis,.,.,EUHO5,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7124,kertub,Euodia,nitida,.,.,EUNI8,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7125,beror,Euodia,palawensis,.,.,EUPA29,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7126,Euodia ponapensis,Euodia,ponapensis,.,.,EUPO15,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7128,Euodia trichantha,Euodia,trichantha,.,.,EUTR13,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7109,Mexican shrubby spurge,Euphorbia,cotinifolia,.,.,EUCO24,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7110,Kauai spurge,Euphorbia,haeleeleana,.,.,EUHA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7111,mottled spurge,Euphorbia,lactea,.,.,EULA8,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7112,Indian spurgetree,Euphorbia,neriifolia,.,.,EUNE4,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7113,manchineel berry,Euphorbia,petiolaris,.,.,EUPE8,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7114,poinsettia,Euphorbia,pulcherrima,.,.,EUPU9,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7115,spurge,Euphorbia,spp.,.,.,EUPHO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7116,Indiantree spurge,Euphorbia,tirucalli,.,.,EUTI,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7119,anini,Eurya,sandwicensis,.,.,EUSA6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7129,blinding tree,Excoecaria,agallocha,.,.,EXAG,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7131,hulumoa,Exocarpos,gaudichaudii,.,.,EXGA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7133,kotop,Exorrhiza,ponapensis,.,.,EXPO2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7135,Caribbean princewood,Exostema,caribaeum,.,.,EXCA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7136,plateado,Exostema,ellipticum,.,.,EXEL,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7137,Exostema sanctae-luciae,Exostema,sanctae-luciae,.,.,EXSA2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,874,"butterbough, inkwood",Exothea,paniculata,.,.,EXPA,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,.,7141,pualulu,Fagraea,berteroana,.,.,FABE,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7142,ksid,Fagraea,ksid,.,.,FAKS,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,531,American beech,Fagus,grandifolia,.,.,FAGR,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,5983,European beech,Fagus,sylvatica,.,.,FASY,U,U,U,U,.,.,U,.
MSL,.,.,.,7144,peacocksplume,Falcataria,moluccana,.,.,FAMO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7146,false coffee,Faramea,occidentalis,.,.,FAOC,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7147,feijoa,Feijoa,sellowiana,.,.,FESE2,U,U,U,U,.,.,U,.
MSL,.,.,.,7148,Jamaican cherry fig,Ficus,americana,.,.,FIAM,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,876,Florida strangler fig,Ficus,aurea,.,.,FIAU,"R, U",U,U,"R, U",.,.,.,P2
MSL,.,.,.,7153,Roxburgh fig,Ficus,auriculata,.,.,FIAU3,U,U,U,U,.,.,U,.
MSL,.,.,.,7149,Indian banyan,Ficus,benghalensis,.,.,FIBE2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7150,weeping fig,Ficus,benjamina,.,.,FIBE,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7151,edible fig,Ficus,carica,.,.,FICA,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,877,"wild banyantree, shortleaf fig",Ficus,citrifolia,.,.,FICI,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,.,7152,Ficus copiosa,Ficus,copiosa,.,.,FICO2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7154,brown-woolly fig,Ficus,drupacea,.,.,FIDR3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7155,Indian rubberplant,Ficus,elastica,.,.,FIEL,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7156,mati,Ficus,godeffroyi,.,.,FIGO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7158,Ficus lutea,Ficus,lutea,.,.,FILU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7159,fiddleleaf fig,Ficus,lyrata,.,.,FILY,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7160,Chinese banyan,Ficus,microcarpa,.,.,FIMI2,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7162,tibig,Ficus,nota,.,.,FINO3,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7163,aoa,Ficus,obliqua,.,.,FIOB3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7164,amate,Ficus,obtusifolia,.,.,FIOB,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7165,aoa,Ficus,prolixa,.,.,FIPR2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7166,peepul tree,Ficus,religiosa,.,.,FIRE3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7167,Port Jackson fig,Ficus,rubiginosa,.,.,FIRU4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7168,"lulk, banyan",Ficus,saffordii,.,.,FISA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7169,mati vao,Ficus,scabra,.,.,FISC3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7171,fig,Ficus,spp.,.,.,FICUS,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7173,jaguey,Ficus,stahlii,.,.,FIST,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7174,sycamore fig,Ficus,sycomorus,.,.,FISY2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7175,Chinese banyan,Ficus,thonningii,.,.,FITH2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7176,mati,Ficus,tinctoria,.,.,FITI2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7177,jaguey blanco,Ficus,trigonata,.,.,FITR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7178,mati,Ficus,uniauriculata,.,.,FIUN,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7179,higo,Ficus,virens,.,.,FIVI3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,6068,Japanese fern tree,Filicium,decipiens,.,.,FIDE2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7180,Finschia chloroxantha,Finschia,chloroxantha,.,.,FICH,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7181,Chinese parasoltree,Firmiana,simplex,.,.,FISI2,U,U,U,U,.,.,U,.
MSL,.,.,.,7182,burr daisytree,Fitchia,speciosa,.,.,FISP3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7184,governor's plum,Flacourtia,indica,.,.,FLIN,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7185,batoko plum,Flacourtia,inermis,.,.,FLIN3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7186,filimoto,Flacourtia,rukam,.,.,FLRU2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7188,Queensland maple,Flindersia,brayleyana,.,.,FLBR,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7190,Flueggea acidoton,Flueggea,acidoton,.,.,FLAC,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7191,poumuli,Flueggea,flexuosa,.,.,FLFL4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7192,mehamehame,Flueggea,neowawraea,.,.,FLNE,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7194,inkbush,Forestiera,eggersiana,.,.,FOEG,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7195,caca ravet,Forestiera,rhamnifolia,.,.,FORH,U,U,U,"C, U",C,.,.,.
MSL,IOS,.,.,7196,Florida swampprivet,Forestiera,segregata,.,.,FOSE,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7198,oval kumquat,Fortunella,margarita,.,.,FOMA2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7202,West Indian buckthorn,Frangula,sphaerosperma,.,.,FRSPL,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7203,Franklin tree,Franklinia,alatamaha,.,.,FRAL,U,U,U,U,.,.,U,.
MSL,.,.,.,541,white ash,Fraxinus,americana,.,.,FRAM2,"R, U","PNWS, P, U","R, U","R, U",.,P,.,P2
MSL,.,.,.,5491,Berlandier ash,Fraxinus,berlandieriana,.,.,FRBE,"R, U",U,U,"R, U",.,.,.,P2
MSL,.,.,.,548,Carolina ash,Fraxinus,caroliniana,.,.,FRCA3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,5492,European ash,Fraxinus,excelsior,.,.,FREX80,U,U,U,U,.,.,U,.
MSL,.,.,.,542,Oregon ash,Fraxinus,latifolia,.,.,FRLA,"R, U","PNWS, U","R, U",U,.,.,.,P2
MSL,.,.,.,543,black ash,Fraxinus,nigra,.,.,FRNI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,5493,Caucasian ash,Fraxinus,oxycarpa,.,.,FROX,U,U,U,U,.,.,U,.
MSL,.,.,.,544,green ash,Fraxinus,pennsylvanica,.,.,FRPE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,545,pumpkin ash,Fraxinus,profunda,.,.,FRPR,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,546,blue ash,Fraxinus,quadrangulata,.,.,FRQU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,549,Texas ash,Fraxinus,texensis,.,.,FRTE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7206,shamel ash,Fraxinus,uhdei,.,.,FRUH,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,547,velvet ash,Fraxinus,velutina,.,.,FRVE2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7207,Bolivian fuchsia,Fuchsia,boliviana,.,.,FUBO,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7208,shrubby fuchsia,Fuchsia,paniculata,.,.,FUPA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7210,silkrubber,Funtumia,elastica,.,.,FUEL,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7212,Gourka,Garcinia,dulcis,.,.,GADU3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7213,lemon saptree,Garcinia,hessii,.,.,GAHE5,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7214,mangosteen,Garcinia,mangostana,.,.,GAMA10,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7215,tilol,Garcinia,matsudai,.,.,GAMA8,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7216,garcinia,Garcinia,myrtifolia,.,.,GAMY,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7217,konpuil,Garcinia,ponapensis,.,.,GAPO4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7218,palo de cruz,Garcinia,portoricensis,.,.,GAPO2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7220,Garcinia quadrilocularis,Garcinia,quadrilocularis,.,.,GAQU2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7219,tilol,Garcinia,rumiyo,.,.,GARU3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7223,Garcinia xanthochymus,Garcinia,xanthochymus,.,.,GAXA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7224,forest gardenia,Gardenia,brighamii,.,.,GABR,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7225,Oahu gardenia,Gardenia,mannii,.,.,GAMA6,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7226,Remys gardenia,Gardenia,remyi,.,.,GARE,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7227,gardenia,Gardenia,spp.,.,.,GARDE,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7228,Tahitian gardenia,Gardenia,taitensis,.,.,GATA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7229,manuai vivao,Garuga,floribunda,.,.,GAFL8,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7231,llume,Gaussia,attenuata,.,.,GAAT,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7233,taipoipo,Geniostoma,rupestre,.,.,GERU3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7235,jagua,Genipa,americana,.,.,GEAM,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7237,arbol de Navidad,Gesneria,pedunculosa,.,.,GEPE4,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,561,"ginkgo, maidenhair tree",Ginkgo,biloba,.,.,GIBI2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7239,bastard gregre,Ginoria,rohrii,.,.,GIRO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7241,Gironniera celtidifolia,Gironniera,celtidifolia,.,.,GICE2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,551,waterlocust,Gleditsia,aquatica,.,.,GLAQ,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,552,honeylocust,Gleditsia,triacanthos,.,.,GLTR,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7245,quickstick,Gliricidia,sepium,.,.,GLSE2,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7247,masame,Glochidion,cuspidatum,.,.,GLCU,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7257,Glochidion kanehirae,Glochidion,kanehirae,.,.,GLKA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7248,Glochidion marianum,Glochidion,marianum,.,.,GLMA9,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7250,Glochidion,Glochidion,spp.,.,.,GLOCH,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7255,flower axistree,Glycosmis,parviflora,.,.,GLPA4,U,U,U,U,.,.,U,.
MSL,.,.,.,7251,belau,Gmelina,elliptica,.,.,GMEL,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7252,blacheos,Gmelina,palawensis,.,.,GMPA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7254,Gnetum gnemon,Gnetum,gnemon,.,.,GNGN,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7256,mata buey,Goetzea,elegans,.,.,GOEL,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7258,grand merisier,Gomidesia,lindeniana,.,.,GOLI,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7260,Goniothalamus carolinensis,Goniothalamus,carolinensis,.,.,GOCA2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,555,loblolly-bay,Gordonia,lasianthus,.,.,GOLA,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,3,.,7262,Creole cotton,Gossypium,barbadense,.,.,GOBA,U,"P, U",U,"C, U",C,P,.,.
MSL,IOS,.,.,7264,upland cotton,Gossypium,hirsutum,.,.,GOHIH2,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7268,Graffenrieda ottoschulzii,Graffenrieda,ottoschulzii,.,.,GROT,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7272,kahiliflower,Grevillea,banksii,.,.,GRBA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7273,silkoak,Grevillea,robusta,.,.,GRRO,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7279,lignum-vitae,Guaiacum,officinale,.,.,GUOF,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7280,holywood,Guaiacum,sanctum,.,.,GUSA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7282,paipai,Guamia,mariannae,.,.,GUMA4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,882,"beeftree, longleaf blolly",Guapira,discolor,.,.,GUDI,"R, U",U,U,"R, C, U",C,.,.,P2
MSL,.,.,.,7285,black mampoo,Guapira,fragrans,.,.,GUFR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7286,corcho prieto,Guapira,obtusata,.,.,GUOB,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7288,alligatorwood,Guarea,glabra,.,.,GUGL3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7290,American muskwood,Guarea,guidonia,.,.,GUGU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7294,haya minga,Guatteria,blainii,.,.,GUBL,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7295,haya blanca,Guatteria,caribaea,.,.,GUCA2,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7298,bastardcedar,Guazuma,ulmifolia,.,.,GUUL,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7299,hammock velvetseed,Guettarda,elliptica,.,.,GUEL,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7300,frogwood,Guettarda,krugii,.,.,GUKR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7302,cucubano de vieques,Guettarda,odorata,.,.,GUOD,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7303,cucubano,Guettarda,ovalifolia,.,.,GUOV,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7305,roseta,Guettarda,pungens,.,.,GUPU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7306,wild guave,Guettarda,scabra,.,.,GUSC,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7307,puapua,Guettarda,speciosa,.,.,GUSP3,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7309,cucubano de monte,Guettarda,valenzuelana,.,.,GUVA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7311,rhoifolia,Guioa,rhoifolia,.,.,GURH,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7313,"bochela uchererak, uch",Gulubia,palauensis,.,.,GUPA,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7315,West Indian false box,Gyminda,latifolia,.,.,GYLA,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7317,oysterwood,Gymnanthes,lucida,.,.,GYLU,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,571,Kentucky coffeetree,Gymnocladus,dioicus,.,.,GYDI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,7319,vilivili,Gyrocarpus,americanus,.,.,GYAM2,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7321,bloodwoodtree,Haematoxylum,campechianum,.,.,HACA2,U,"P, U",U,"C, U",C,P,.,.
MSL,.,.,.,7327,palo de hueso,Haenianthus,salicifolius,.,.,HASAO,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,581,Carolina silverbell,Halesia,carolina,.,.,HACA3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,.,.,.,582,two-wing silverbell,Halesia,diptera,.,.,HADI3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
MSL,IOS,.,.,7330,scarletbush,Hamelia,patens,.,.,HAPA3,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7332,Haplolobus floribundus,Haplolobus,floribundus,.,.,HAFL,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7333,South African wild plum,Harpephyllum,caffrum,.,.,HACA10,U,U,U,U,.,.,U,.
MSL,.,.,.,7334,fa`aili,Harpullia,arborea,.,.,HAAR4,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7335,haujillo,Havardia,pallens,.,.,HAPA10,U,U,U,U,.,.,U,.
MSL,.,.,.,7336,false locust,Hebestigma,cubense,.,.,HECU10,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7338,denticulata,Hedycarya,denticulata,.,.,HEDE14,U,"P, U",U,U,.,P,.,.
MSL,.,.,.,7341,cigarbush,Hedyosmum,arborescens,.,.,HEAR,U,U,U,"C, U",C,.,.,.
MSL,.,.,.,7343,Fosbergs starviolet,Hedyotis,fosbergii,.,.,HEFO5,U,"P, U",U,U,.,P,.,.
